id,naslov,id_avtorja,povprecna_ocena,stevilo_ocen,stevilo_recenzij,stevilo_strani,jezik,leto_izdaje,trenutno_bere,opis
50202953,Piranesi,8842,4.21,516680,82726,245,English,2020,25978,"Piranesi’s house is no ordinary building: its rooms are infinite, its corridors endless, its walls are lined with thousands upon thousands of statues, each one different from all the others. Within the labyrinth of halls an ocean is imprisoned; waves thunder up staircases, rooms are flooded in an instant. But Piranesi is not afraid; he understands the tides as he understands the pattern of the labyrinth itself. He lives to explore the house. There is one other person in the house—a man called The Other, who visits Piranesi twice a week and asks for help with research into A Great and Secret Knowledge. But as Piranesi explores, evidence emerges of another person, and a terrible truth begins to unravel, revealing a world beyond the one Piranesi has always known."
1923820,The Holy Bible: King James Version,5158478,4.45,323120,9992,1590,English,2008,68081,"The King James Version is an Early Modern English translation of the Christian Bible for the Church of England, which was commissioned in 1604 and published in 1611. The 80 books of the King James Version include 39 books of the Old Testament, 14 books of Apocrypha, and the 27 books of the New Testament."
7445,The Glass Castle,3275,4.33,1384396,73535,288,English,2006,24391,"THE #1 NEW YORK TIMES BESTSELLER The Glass Castle is a remarkable memoir of resilience and redemption, and a revelatory look into a family at once deeply dysfunctional and uniquely vibrant. When sober, Jeannette's brilliant and charismatic father captured his children's imagination, teaching them physics, geology, and how to embrace life fearlessly. But when he drank, he was dishonest and destructive. Her mother was a free spirit who abhorred the idea of domesticity and didn't want the responsibility of raising a family. The Walls children learned to take care of themselves. They fed, clothed, and protected one another, and eventually found their way to New York. Their parents followed them, choosing to be homeless even as their children prospered. The Glass Castle is truly astonishing--a memoir permeated by the intense love of a peculiar but loyal family."
51737,The Truth About Forever,2987,4.12,226654,9302,374,English,2004,2612,"That's what Macy has to look forward to while her boyfriend, Jason, is away at Brain Camp. Days will be spent at a boring job in the library, evenings will be filled with vocabulary drills for the SATs, and spare time will be passed with her mother, the two of them sharing a silent grief at the traumatic loss of Macy's father. But sometimes, unexpected things can happen—things such as the catering job at Wish, with its fun-loving, chaotic crew. Or her sister's project of renovating the neglected beach house, awakening long-buried memories. Things such as meeting Wes, a boy with a past, a taste for Truth-telling, and an amazing artistic talent, the kind of boy who could turn any girl's world upside down. As Macy ventures out of her shell, she begins to question her sheltered life."
29127,"The Last Unicorn (The Last Unicorn, #1)",1067608,4.16,124834,8490,294,English,2008,4362,"Alternate cover edition of ISBN 9780451450524 She was magical, beautiful beyond belief—and completely alone... The unicorn had lived since before memory in a forest where death could touch nothing. Maidens who caught a glimpse of her glory were blessed by enchantment they would never forget. But outside her wondrous realm, dark whispers and rumours carried a message she could not ignore: ""Unicorns are gone from the world."" Aided by a bumbling magician and an indomitable spinster, she set out to learn the truth. but she feared even her immortal wisdom meant nothing in a world where a mad king's curse and terror incarnate lived only to stalk the last unicorn to her doom..."
13642,"A Wizard of Earthsea (Earthsea Cycle, #1)",874602,4.01,368189,21122,183,English,2004,17535,"Ged, the greatest sorcerer in all Earthsea, was called Sparrowhawk in his reckless youth. Hungry for power and knowledge, Sparrowhawk tampered with long-held secrets and loosed a terrible shadow upon the world. This is the tale of his testing, how he mastered the mighty words of power, tamed an ancient dragon, and crossed death's threshold to restore the balance."
4009,Nine Stories,819789,4.18,149262,6504,302,English,2001,3918,"DeDaumier-Smith's Blue Period, Teddy, and A Perfect Day for Bananafish are among the nine works in a collection of Salinger's perceptive and realistic short stories"
40611328,"Ishmael (Ishmael, #1)",10330,4.01,105447,7427,338,English,2009,4762,"An Adventure of the Mind and Spirit The narrator of this extraordinary tale is a man in search for truth. He answers an ad in a local newspaper from a teacher looking for serious pupils, only to find himself alone in an abandoned office with a full-grown gorilla who is nibbling delicately on a slender branch. ""You are the teacher?"" he asks incredulously. ""I am the teacher,"" the gorilla replies. Ishmael is a creature of immense wisdom and he has a story to tell, one that no other human being has ever heard. It is a story that extends backward and forward over the lifespan of the earth from the birth of time to a future there is still time save. Like all great teachers, Ishmael refuses to make the lesson easy; he demands the final illumination to come from within ourselves. Is it man's destiny to rule the world? Or is it a higher destiny possible for him-- one more wonderful than he has ever imagined?"
31122,I Capture the Castle,6208,3.98,116952,12311,408,English,1998,3749,"Through six turbulent months of 1934, 17-year-old Cassandra Mortmain keeps a journal, filling three notebooks with sharply funny yet poignant entries about her home, a ruined Suffolk castle, and her eccentric and penniless family. By the time the last diary shuts, there have been great changes in the Mortmain household, not the least of which is that Cassandra is deeply, hopelessly, in love."
140077,"Dead to the World (Sookie Stackhouse, #4)",17061,4.12,268073,6626,291,English,2005,1780,"Sookie Stackhouse is a cocktail waitress in Bon Temps, Louisiana. She has only a few close friends, because not everyone appreciates Sookie’s gift: she can read minds. That’s not exactly every man’s idea of date bait – unless they’re undead; vampires and the like can be tough to read. And that’s just the kind of guy Sookie’s been looking for. Maybe that’s why, when she comes across a naked vampire, she doesn’t just drive on by. He hasn’t got a clue who he is, but Sookie has: Eric looks just as scary and sexy – and dead – as ever. But now he has amnesia, he’s sweet, vulnerable, and in need of Sookie’s help – because whoever took his memory now wants his life."
101265124,The Polymorph,14887946,4.28,21801,62,0,English,2023,31,"Arbitrator, Jim Brown is returning to Earth after completing a successful mission to put down a revolution on and also thwarting an invasion of the planet Pirrus, an Earth colony. While there he found out that he is part alien and this secret had been hidden from him since birth. Brown finds that an alien species has successfully assimilated themselves with the humans on Earth and is ruling over them covertly. When an attempt is made to kidnap him, he realises he has become a target in a hidden game where different groups are vying for power, complicated by the introduction of artificial humans and super androids to boost Earth’s population and armies. Some ruling factions are preparing for war against the planet Levita and re-conquest of a group of planets, former colonies in the Delta Quadrant, who have declared their independence from Earth. Brown realises that he is also running the gauntlet of former enemies who are out to get him. He is desperate to thwart the prospects of war against Levita, where he has a son he has never met and is also against re-colonisation after his recent experiences on Pirrus. Aboard The Space Adventurer, the cruise ship on which he is returning, he meets two beautiful women. Marika, who has been sent as his minder, by the EPA, Earth Policy Administration, to keep an eye on Brown as they don’t fully trust him and Leela, the daughter of Earth’s biggest industrialist, who is secretly building the super androids on a space hub, where the ship makes a stop. He soon realises that he is in a desperate battle for survival, before he can even reach Earth and the big bash the EPA is throwing for him, for successfully completing his mission on Pirrus."
56905097,"As Good As Dead (A Good Girl's Guide to Murder, #3)",18229614,4.19,591885,79297,459,English,2021,25932,"The finale to A Good Girl's Guide to Murder series. By the end of this mystery series, you'll never think of good girls the same way again... Pip is about to head to college, but she is still haunted by the way her last investigation ended. She’s used to online death threats in the wake of her viral true-crime podcast, but she can’t help noticing an anonymous person who keeps asking her: Who will look for you when you’re the one who disappears? Soon the threats escalate and Pip realizes that someone is following her in real life. When she starts to find connections between her stalker and a local serial killer caught six years ago, she wonders if maybe the wrong man is behind bars. Police refuse to act, so Pip has only one choice: find the suspect herself—or be the next victim. As the deadly game plays out, Pip discovers that everything in her small town is coming full circle... and if she doesn’t find the answers, this time she will be the one who disappears..."
83144,"The Bronze Horseman (The Bronze Horseman, #1)",47499,4.29,97738,10238,637,English,2001,8161,"Librarian note: alternate covers for this edition can be found here and here and here. During the summer of 1941 the Metanov family are living a hard life in Leningrad. As the German armies advance their future looks bleak. For Tatiana, love arrives in the guise of Alexander, who harbours a deadly and extraordinary secret."
24861,Demian: Die Geschichte von Emil Sinclairs Jugend,1113469,4.14,139421,10966,193,German,1974,7157,"Emil Sinclair ist ein Junge, der in einem als ""Scheinwelt"" beschrieben bürgerlichen Elternhaus aufgewachsen ist. Dies ist die dramatische Geschichte seiner Abstieg - gesteuert durch sein frühreifen Schulkamerad Max Demian - in eine geheime und gefährliche Welt der Kleinkriminalität und Revolte gegen Konvention und seiner Erwachen zu Selbstheit."
13006,Julius Caesar,947,3.71,222522,8464,175,English,2002,5380,"The Oxford School Shakespeare has become the preferred introduction to the literary legacy of the greatest playwright in the English language. This exclusive collection of the Bard's best works has been designed specifically for readers new to Shakespeare's rich literary legacy. Each play is presented complete and unabridged, in large print. Every book is well illustrated, and starts with a commentary and character summary. Scene synopses and character summaries clarify confusing plots, while incisive essays explore the historical context and Shakespeare's sources. Each book ends with a complete list of Shakespeare's plays and a brief chronology of the Bard's life. The detailed explanatory notes are written clearly and positioned right next to the text--no more squinting at microscopic footnotes or flipping pages back and forth in search of endnotes! The new edition of the series features new covers and new illustrations, including both new drawings and photos from recent productions of Shakespeare's plays around the globe. In addition, the notes and the introductory material have been completely revised in line with new research and in order to make them clearer and more accessible. Finally, the entire text has been redesigned and reset to enhance readability. The new edition achieves the feat of unprecedented clarity of presentation without any cuts to the original text or the detailed explanations."
154462576,The Warm Hands of Ghosts,13922215,3.96,32584,6244,325,English,2024,1884,"During the Great War, a combat nurse searches for her brother, believed dead in the trenches despite eerie signs that suggest otherwise, in this hauntingly beautiful historical novel with a speculative twist from the New York Times bestselling author of The Bear and the Nightingale January 1918. Laura Iven was a revered field nurse until she was wounded and discharged from the medical corps, leaving behind a brother still fighting in Flanders. Now home in Halifax, Canada, she receives word of Freddie’s death in combat, along with his personal effects—but something doesn’t make sense. Determined to uncover the truth, Laura returns to Belgium as a volunteer at a private hospital. Soon after arriving, she hears whispers about haunted trenches, and a strange hotelier whose wine gives soldiers the gift of oblivion. Could Freddie have escaped the battlefield, only to fall prey to something—or someone—else? November 1917. Freddie Iven awakens after an explosion to find himself trapped in an overturned pillbox with a wounded enemy soldier, a German by the name of Hans Winter. Against all odds, the two men form an alliance and succeed in clawing their way out. Unable to bear the thought of returning to the killing fields, especially on opposite sides, they take refuge with a mysterious man who seems to have the power to make the hellscape of the trenches disappear. As shells rain down on Flanders, and ghosts move among those yet living, Laura’s and Freddie’s deepest traumas are reawakened. Now they must decide whether their world is worth salvaging—or better left behind entirely."
5064,"World Without End (Kingsbridge, #2)",3447,4.33,279951,14723,1237,English,2007,14154,"Librarian's note: An alternate cover edition can be found here World Without End takes place in the same town of Kingsbridge, two centuries after the townspeople finished building the exquisite Gothic cathedral that was at the heart of The Pillars of the Earth. The cathedral and the priory are again at the center of a web of love and hate, greed and pride, ambition and revenge, but this sequel stands on its own. This time the men and women of an extraordinary cast of characters find themselves at a crossroads of new ideas—about medicine, commerce, architecture, and justice. In a world where proponents of the old ways fiercely battle those with progressive minds, the intrigue and tension quickly reach a boiling point against the devastating backdrop of the greatest natural disaster ever to strike the human race—the Black Death."
15638,Cyrano de Bergerac,670859,4.06,91892,3837,240,English,2003,1807,"This is Edmond Rostand's immortal play in which chivalry and wit, bravery and love are forever captured in the timeless spirit of romance. Set in Louis XIII's reign, it is the moving and exciting drama of one of the finest swordsmen in France, gallant soldier, brilliant wit, tragic poet-lover with the face of a clown. Rostand's extraordinary lyric powers gave birth to a universal hero--Cyrano De Bergerac--and ensured his own reputation as author of one of the best-loved plays in the literature of the stage. This translation, by the American poet Brian Hooker, is nearly as famous as the original play itself, and is generally considered to be one of the finest English verse translations ever written."
30333938,"Slammed (Slammed, #1)",5430144,4.14,456633,28734,354,English,2016,16547,"Following the unexpected death of her father, 18-year-old Layken is forced to be the rock for both her mother and younger brother. Outwardly, she appears resilient and tenacious, but inwardly, she's losing hope. Enter Will Cooper: The attractive, 21-year-old new neighbor with an intriguing passion for slam poetry and a unique sense of humor. Within days of their introduction, Will and Layken form an intense emotional connection, leaving Layken with a renewed sense of hope. Not long after an intense, heart-stopping first date, they are slammed to the core when a shocking revelation forces their new relationship to a sudden halt. Daily interactions become impossibly painful as they struggle to find a balance between the feelings that pull them together, and the secret that keeps them apart."
15749186,"To All the Boys I've Loved Before (To All the Boys I've Loved Before, #1)",151371,4.04,1079251,55675,384,English,2014,22141,"To All the Boys I’ve Loved Before is the story of Lara Jean, who has never openly admitted her crushes, but instead wrote each boy a letter about how she felt, sealed it, and hid it in a box under her bed. But one day Lara Jean discovers that somehow her secret box of letters has been mailed, causing all her crushes from her past to confront her about the letters: her first kiss, the boy from summer camp, even her sister's ex-boyfriend, Josh. As she learns to deal with her past loves face to face, Lara Jean discovers that something good may come out of these letters after all."
11899,The Hours,1432,3.96,149860,7490,230,English,2002,2928,"The Hours is a daring and deeply affecting novel inspired by the life and work of Virginia Woolf. A passionate, profound and haunting story of love and inheritance, hope and despair . Exiled in Richmond in the 1920s, taken from her beloved Bloomsbury and lovingly watched over by her husband Leonard, Virginia Woolf struggles to tame her rebellious mind and make a start on her new novel. In the brooding heat of 1940s Los Angeles, a young wife and mother yearns to escape the claustrophobia of suburban domesticity and read her precious copy of Mrs Dalloway. And in New York in the 1990s, Clarissa Vaughan steps out of her smart Greenwich Village apartment and goes shopping for flowers for the party she is giving in honour of her life-long friend Richard, an award-winning poet whose mind and body are being ravaged by AIDS. These are the characters in Michael Cunningham's exquisite and deeply moving novel, which takes Woolf's life and work as inspiration for a meditation on artistic behaviour, failure, love and madness. Moving effortlessy across the decades and between England and America, Cunningham's elegant, haunting prose explores the pain and trauma of creativity and the immutable relationship between writer and reader."
56728,"You Are Special (Wemmicksville, #1)",2737,4.46,53909,1600,32,English,2004,219,T Eres Especial Edicin de Regalo( You Are Special Gift Edition) <> Hardcover <> MaxLucado <> EditorialUnilit
35133922,Educated,16121977,4.46,1911952,136535,352,English,2018,95608,"#1 NEW YORK TIMES, WALL STREET JOURNAL, AND BOSTON GLOBE BESTSELLER • One of the most acclaimed books of our time: an unforgettable memoir about a young woman who, kept out of school, leaves her survivalist family and goes on to earn a PhD from Cambridge University “Extraordinary . . . an act of courage and self-invention.”—The New York Times NAMED ONE OF THE TEN BEST BOOKS OF THE YEAR BY THE NEW YORK TIMES BOOK REVIEW • ONE OF BARACK OBAMA’S FAVORITE BOOKS OF THE YEAR • A KIRKUS REVIEWS BEST NONFICTION BOOK OF THE CENTURY • FINALIST: National Book Critics Circle’s Award In Autobiography and John Leonard Prize For Best First Book • PEN/Jean Stein Book Award • Los Angeles Times Book Prize Born to survivalists in the mountains of Idaho, Tara Westover was seventeen the first time she set foot in a classroom. Her family was so isolated from mainstream society that there was no one to ensure the children received an education, and no one to intervene when one of Tara’s older brothers became violent. When another brother got himself into college, Tara decided to try a new kind of life. Her quest for knowledge transformed her, taking her over oceans and across continents, to Harvard and to Cambridge University. Only then would she wonder if she’d traveled too far, if there was still a way home. “Beautiful and propulsive . . . Despite the singularity of [Westover’s] childhood, the questions her book poses are universal: How much of ourselves should we give to those we love? And how much must we betray them to grow up?”—Vogue ONE OF THE BEST BOOKS OF THE YEAR: The Washington Post, O: The Oprah Magazine, Time, NPR, Good Morning America, San Francisco Chronicle, The Guardian, The Economist, Financial Times, Newsday, New York Post, theSkimm, Refinery29, Bloomberg, Self, Real Simple, Town & Country, Bustle, Paste, Publishers Weekly, Library Journal, LibraryReads, Book Riot, Pamela Paul, KQED, New York Public Library"
93101,The Arabian Nights,5158478,4.02,82468,2847,1049,English,2004,17293,"This volume reproduces the 1932 Modern Library edition, for which Bennett A. Cerf chose the most famous and representative stories from Sir Richard F. Burton's multivolume translation, and includes Burton's extensive and acclaimed explanatory notes. The tales told by Shahrazad over a thousand and one nights to delay her execution by the vengeful King Shahriyar have become among the most popular in both Eastern and Western literature, as recounted by Sir Francis Burton. From the epic adventures of ""Aladdin and the Enchanted Lamp"" to the farcical ""Young Woman and her Five Lovers"" and the social criticism of ""The Tale of the Hunchback"", the stories depict a fabulous world of all-powerful sorcerers, jinns imprisoned in bottles and enchanting princesses. But despite their imaginative extravagance, the Tales are anchored to everyday life by their realism, providing a full and intimate record of medieval Islam.'"
40909452,"Drums of Autumn (Outlander, #4)",3617,4.36,271828,10479,928,English,2018,15418,"In this breathtaking novel, rich in history and adventure, #1 New York Times bestselling author Diana Gabaldon continues the story of Claire Randall and Jamie Fraser that started with the now-classic novel Outlander and continued in Dragonfly in Amber and Voyager. Once again spanning continents and centuries, Gabaldon has created a work of sheer brilliance. What if you knew someone you loved was going to die? What if you thought you could save them? How much would you risk to try? Claire Randall has gone to find Jamie Fraser, the man she loved more than life, and has left half her heart behind with their daughter, Brianna. Claire gave up Jamie to save Brianna, and now Bree has sent her mother back to the Scottish warrior who was willing to give his life to save them both. But a chilling discovery in the pages of history suggests that Jamie and Claire's story doesn't have a happy ending. Brianna dares a terrifying leap into the unknown in search of her mother and the father she has never met, risking her own future to try to change history . . . and to save their lives. But as Brianna plunges into an uncharted wilderness, a heartbreaking encounter may strand her forever in the past . . . or root her in the place she should be, where her heart and soul belong."
2299110,"Acheron (Dark-Hunter, #14)",4430,4.56,61862,4012,723,English,2008,1001,"Eleven thousand years ago a god was born. Cursed into the body of a human, Acheron endured a lifetime of hatred. His human death unleashed an unspeakable horror that almost destroyed the earth. Brought back against his will, he became the sole defender of mankind. Only it was never that simple… For centuries, he has fought for our survival and hidden a past he never wants revealed. Now his survival, and ours, hinges on the very woman who threatens him. Old enemies reawaken and unite to kill them both. War has never been deadlier… or more fun."
34186576,"Being a Witch, and Other Things I Didn't Ask For",6066772,4.28,27086,182,380,English,2017,114,"Raya’s burgeoning psychic and time-travel powers could freak anybody out. But they're downright scary when you're afraid you're coming down with the mental illness that stole your mother and put you in care. Emotionally wounded, she’s spikey and keeps people at bay. Her unbridled emotions accidentally fling her to 1645 England amidst their deadliest witch trials, along with an equally smart-aleck talking cat. Her modern clothes and inexplicable sudden appearance bring her under suspicion of the historic ""Witch-Finder General"", Matthew Hopkins. Despite people trying to help her come home, she sticks her fingers in it again and transports to 1645 Istanbul, where life is leaps and bounds ahead of England's. There she meets extraordinary historical figures as well as ordinary people. She starts to let family-type love in. Only through mending her heart does she have a chance of coming home. “Raya’s bittersweet memories of her mother are absolutely heartbreaking and serve as an important touchstone for readers who may have experienced similar trauma. The author’s talent for balancing real-world issues with adrenaline-pumping exploits through time (including a perilous sojourn to 17th-century Istanbul) is impressive, as are her richly detailed descriptions of various people and places.” Kirkus Starred Review – Verdict: Get it."
92517,The Glass Menagerie,7751,3.74,144492,4544,104,English,1999,1027,"No play in the modern theater has so captured the imagination and heart of the American public as Tennessee Williams's The Glass Menagerie. As Williams's first popular success, it launched the brilliant, if somewhat controversial, career, of our pre-eminent lyric playwright. Since its premiere in Chicago in 1944, with the legendary Laurette Taylor in the role of Amanda, Menagaerie has been the bravura piece for great actresses from Jessica Tandy to Joanne Woodward, and is studied and performed in classrooms and theatres around the world. The Glass Menagerie (in the reading text the author preferred) is now available only in its New Directions Paperbook edition. A new introduction by the editor of The Tennessee Williams Annual Review, Robert Bray, reappraises the play more than half a century after it won the New York Drama Critics Circle Award. This edition of The Glass Menagerie also includes Williams's essay on the impact of sudden fame on a struggling writer, ""The Catastrophe of Success,"" as well as a short section of Williams's own ""Production Notes."" (back cover)"
32768522,"Carry On (Simon Snow, #1)",4208569,4.16,336346,39005,528,English,2017,8047,"Simon Snow is the worst Chosen One who's ever been chosen. That's what his roommate, Baz, says. And Baz might be evil and a vampire and a complete git, but he's probably right. Half the time, Simon can't even make his wand work, and the other half, he starts something on fire. His mentor's avoiding him, his girlfriend broke up with him, and there's a magic-eating monster running around, wearing Simon's face. Baz would be having a field day with all this, if he were here — it's their last year at the Watford School of Magicks, and Simon's infuriating nemesis didn't even bother to show up. Carry On - The Rise and Fall of Simon Snow is a ghost story, a love story and a mystery. It has just as much kissing and talking as you'd expect from a Rainbow Rowell story - but far, far more monsters."
10357575,"1Q84 (1Q84, #1-3)",3354,3.95,343997,27351,944,English,2011,35724,"The year is 1984 and the city is Tokyo. A young woman named Aomame follows a taxi driver’s enigmatic suggestion and begins to notice puzzling discrepancies in the world around her. She has entered, she realizes, a parallel existence, which she calls 1Q84 —“Q is for ‘question mark.’ A world that bears a question.” Meanwhile, an aspiring writer named Tengo takes on a suspect ghostwriting project. He becomes so wrapped up with the work and its unusual author that, soon, his previously placid life begins to come unraveled. As Aomame’s and Tengo’s narratives converge over the course of this single year, we learn of the profound and tangled connections that bind them ever closer: a beautiful, dyslexic teenage girl with a unique vision; a mysterious religious cult that instigated a shoot-out with the metropolitan police; a reclusive, wealthy dowager who runs a shelter for abused women; a hideously ugly private investigator; a mild-mannered yet ruthlessly efficient bodyguard; and a peculiarly insistent television-fee collector. A love story, a mystery, a fantasy, a novel of self-discovery, a dystopia to rival George Orwell’s — 1Q84 is Haruki Murakami’s most ambitious undertaking yet: an instant best seller in his native Japan, and a tremendous feat of imagination from one of our most revered contemporary writers."
24800,House of Leaves,13974,4.09,206186,23318,709,English,2000,36501,"A young family moves into a small home on Ash Tree Lane where they discover something is terribly wrong: their house is bigger on the inside than it is on the outside. Of course, neither Pulitzer Prize-winning photojournalist Will Navidson nor his companion Karen Green was prepared to face the consequences of that impossibility, until the day their two little children wandered off and their voices eerily began to return another story—of creature darkness, of an ever-growing abyss behind a closet door, and of that unholy growl which soon enough would tear through their walls and consume all their dreams."
20758104,"The Knife of Never Letting Go (Chaos Walking, #1)",370361,3.98,205530,21907,528,English,2014,8094,"Todd Hewitt is the only boy in a town of men. Ever since the settlers were infected with the Noise germ, Todd can hear everything the men think, and they hear everything he thinks. Todd is just a month away from becoming a man, but in the midst of the cacophony, he knows that the town is hiding something from him -- something so awful Todd is forced to flee with only his dog, whose simple, loyal voice he hears too. With hostile men from the town in pursuit, the two stumble upon a strange and eerily silent creature: a girl. Who is she? Why wasn't she killed by the germ like all the females on New World? Propelled by Todd's gritty narration, readers are in for a white-knuckle journey in which a boy on the cusp of manhood must unlearn everything he knows in order to figure out who he truly is."
55987278,"Once Upon a Broken Heart (Once Upon a Broken Heart, #1)",14137787,4.06,711271,89799,408,English,2021,32286,"The IRRESISTIBLE first novel in the #1 NEW YORK TIMES BESTSELLING Once Upon a Broken Heart series, about love, curses, and the lengths that people will go to for happily ever after For as long as she can remember, Evangeline Fox has believed in true love and happy endings . . . until she learns that the love of her life will marry another. Desperate to stop the wedding and to heal her wounded heart, Evangeline strikes a deal with the charismatic, but wicked, Prince of Hearts. In exchange for his help, he asks for three kisses, to be given at the time and place of his choosing. But after Evangeline’s first promised kiss, she learns that bargaining with an immortal is a dangerous game ― and that the Prince of Hearts wants far more from her than she’d pledged. He has plans for Evangeline, plans that will either end in the greatest happily ever after, or the most exquisite tragedy. Continue the adventure in The Ballad of Never After, A Curse for True Love, and The Mirror of Infinite Endings! Also by Stephanie Garber: The Caraval Series - Caraval - Legendary - Finale - Spectacular Alchemy of Secrets"
6482837,Before I Fall,2936493,3.88,347403,22515,470,English,2010,6696,"With this stunning debut novel, New York Times bestselling author Lauren Oliver emerged as one of today's foremost authors of young adult fiction. Like Jay Asher's Thirteen Reasons Why and Gayle Forman's If I Stay, Before I Fall raises thought-provoking questions about love, death, and how one person's life can affect so many others. For popular high school senior Samantha Kingston, February 12—""Cupid Day""—should be one big party, a day of valentines and roses and the privileges that come with being at the top of the social pyramid. And it is…until she dies in a terrible accident that night. However, she still wakes up the next morning. In fact, Sam lives the last day of her life seven times, until she realizes that by making even the slightest changes, she may hold more power than she ever imagined. Named to numerous state reading lists, this novel was also recognized as a Best Book of the Year by Amazon.com, Barnes & Noble, The Daily Beast, NPR, and Publishers Weekly. It has been optioned for film by Fox 2000 Pictures. Supports the Common Core State Standards."
153008,"Kushiel's Dart (Phèdre's Trilogy, #1)",9237,4.02,85291,5661,1040,English,2003,4964,"The land of Terre d'Ange is a place of unsurpassing beauty and grace. It is said that angels found the land and saw it was good... and the ensuing race that rose from the seed of angels and men live by one simple rule: Love as thou wilt. Phèdre nó Delaunay is a young woman who was born with a scarlet mote in her left eye. Sold into indentured servitude as a child, her bond is purchased by Anafiel Delaunay, a nobleman with very a special mission... and the first one to recognize who and what she is: one pricked by Kushiel's Dart, chosen to forever experience pain and pleasure as one. Phèdre is trained equally in the courtly arts and the talents of the bedchamber, but, above all, the ability to observe, remember, and analyze. Almost as talented a spy as she is courtesan, Phèdre stumbles upon a plot that threatens the very foundations of her homeland. Treachery sets her on her path; love and honor goad her further. And in the doing, it will take her to the edge of despair... and beyond. Hateful friend, loving enemy, beloved assassin; they can all wear the same glittering mask in this world, and Phèdre will get but one chance to save all that she holds dear. Set in a world of cunning poets, deadly courtiers, heroic traitors, and a truly Machiavellian villainess, this is a novel of grandeur, luxuriance, sacrifice, betrayal, and deeply laid conspiracies. Not since Dune has there been an epic on the scale of Kushiel's Dart-a massive tale about the violent death of an old age, and the birth of a new."
62986809,Pericles and Aspasia: A Story of Ancient Greece,746237,4.28,15823,97,557,English,2022,117,"STEP ASIDE, ANTONY AND PERICLES AND ASPASIA —THE LOVE STORY THAT SHAPED HISTORY Two lovers crest the wave of the golden age of Pericles, statesman and general, and Aspasia, his courtesan, a philosopher's daughter, and a brilliant woman in her own right. In a world of hierarchies, he is at the top when she arrives as little more than flotsam cast up on Athenian shores. Their love transcends social sanctions, enduring and deepening despite the grave threat it presents to Pericles' reputation as a leader of the Athenian democracy. The novel unfolds against the background of the arts and history of the Golden Age, seen through the eyes of two individuals who lent their particular brilliance to make it ""golden"": Pericles, the great orator and visionary of democracy, and its most influential woman, Aspasia. Their story takes them from the Agora-Athens' marketplace to the Acropolis, from the raunchy Athenian Port Piraeus mercantile across the Aegean Sea to East Greece. Pericles and Aspasia—together and apart—navigate treacherous paths from venal calculations to impassioned philosophical inquiry, from high-stakes sea battles to the passions of family life. Pericles and Aspasia engages issues that are vital today—the paradoxes of democracy, the tensions of hierarchy, the ironies of gender, and others—but this novel is immersed in classical Athens: the city, its sunshine, its physical presence, its people, and their struggles and aspirations."
45047384,"The House in the Cerulean Sea (Cerulean Chronicles, #1)",5073330,4.35,1036408,154392,393,English,2020,57634,"A magical island. A dangerous task. A burning secret. Linus Baker leads a quiet, solitary life. At forty, he lives in a tiny house with a devious cat and his old records. As a Case Worker at the Department in Charge Of Magical Youth, he spends his days overseeing the well-being of children in government-sanctioned orphanages. When Linus is unexpectedly summoned by Extremely Upper Management he's given a curious and highly classified assignment: travel to Marsyas Island Orphanage, where six dangerous children reside: a gnome, a sprite, a wyvern, an unidentifiable green blob, a were-Pomeranian, and the Antichrist. Linus must set aside his fears and determine whether or not they’re likely to bring about the end of days. But the children aren’t the only secret the island keeps. Their caretaker is the charming and enigmatic Arthur Parnassus, who will do anything to keep his wards safe. As Arthur and Linus grow closer, long-held secrets are exposed, and Linus must make a choice: destroy a home or watch the world burn. An enchanting story, masterfully told, The House in the Cerulean Sea is about the profound experience of discovering an unlikely family in an unexpected place—and realizing that family is yours."
4134071,"Hunted (House of Night, #5)",17015,3.93,192060,4061,336,English,2009,1835,"What if the hottest guy in the world was hiding a nameless evil, and all he wanted was you? At the start of this heart-pounding new installment of the bestselling House of Night series, Zoey’s friends have her back again and Stevie Rae and the red fledglings aren’t Neferet’s secrets any longer. But an unexpected danger has emerged. Neferet guards her powerful new consort, Kalona, and no one at the House of Night seems to understand the threat he poses. Kalona looks gorgeous, and he has the House of Night under his spell. A past life holds the key to breaking his rapidly spreading influence, but what if this past life shows Zoey secrets she doesn’t want to hear and truths she can’t face?"
80660,We Need to Talk About Kevin,45922,4.08,218343,19385,400,English,2006,9373,"The gripping international bestseller about motherhood gone awry. Eva never really wanted to be a mother - and certainly not the mother of the unlovable boy who murdered seven of his fellow high school students, a cafeteria worker, and a much-adored teacher who tried to befriend him, all two days before his sixteenth birthday. Now, two years later, it is time for her to come to terms with marriage, career, family, parenthood, and Kevin's horrific rampage in a series of startlingly direct correspondences with her estranged husband, Franklin. Uneasy with the sacrifices and social demotion of motherhood from the start, Eva fears that her alarming dislike for her own son may be responsible for driving him so nihilistically off the rails."
